hpclab_pi_algA    	0.0000	0	udelRun2A         	0.1750	7	-0.1750
MPII_HYBRID_PW    	0.1884	18	SNACSA            	0.3833	53	-0.1949
MPII_HYBRID_PW    	0.1884	18	PKUICSTRunA3      	0.3875	62	-0.1991
MPII_HYBRID_PW    	0.1884	18	PKUICSTRunA2      	0.3500	7	-0.1616
MPII_HYBRID_PW    	0.1884	18	PKUICSTRunA1      	0.3955	56	-0.2071
MPII_HYBRID_PW    	0.1884	18	SNACS_LA          	0.1067	13	0.0817
MPII_HYBRID_PW    	0.1884	18	UWaterlooATDK     	0.2000	5	-0.0116
MPII_HYBRID_PW    	0.1884	18	QUDynExp          	0.0570	99	0.1314
MPII_HYBRID_PW    	0.1884	18	QUDyn             	0.0699	97	0.1185
MPII_HYBRID_PW    	0.1884	18	UWCMBP1           	0.1479	20	0.0405
MPII_HYBRID_PW    	0.1884	18	UWCMBP2           	0.2030	83	-0.0146
MPII_HYBRID_PW    	0.1884	18	QUBaseline        	0.3737	16	-0.1853
MPII_HYBRID_PW    	0.1884	18	umd_hcil_run02    	0.0000	19	0.1884
MPII_HYBRID_PW    	0.1884	18	MPII_LUC_SORT     	0.1208	90	0.0676
MPII_HYBRID_PW    	0.1884	18	udelRun3A         	0.2608	24	-0.0724
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
ECNURUNA1         	0.0000	54	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	UWaterlooATEK     	0.2215	6	-0.2215
ECNURUNA1         	0.0000	54	UWaterlooATNDEK   	0.2139	9	-0.2139
ECNURUNA1         	0.0000	54	udelRun2A         	0.1750	7	-0.1750
ECNURUNA1         	0.0000	54	udelRun1A         	0.2583	13	-0.2583
ECNURUNA1         	0.0000	54	MPII_HYBRID_PW    	0.1884	18	-0.1884
ECNURUNA1         	0.0000	54	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	ECNURUNA2         	0.0000	48	0.0000
ECNURUNA1         	0.0000	54	ECNURUNA3         	0.0000	37	0.0000
ECNURUNA1         	0.0000	54	prnaTaskA3        	0.2000	5	-0.2000
ECNURUNA1         	0.0000	54	prnaTaskA2        	0.2667	9	-0.2667
ECNURUNA1         	0.0000	54	prnaTaskA1        	0.2417	10	-0.2417
ECNURUNA1         	0.0000	54	SNACSA            	0.3833	53	-0.3833
ECNURUNA1         	0.0000	54	PKUICSTRunA3      	0.3875	62	-0.3875
ECNURUNA1         	0.0000	54	PKUICSTRunA2      	0.3500	7	-0.3500
ECNURUNA1         	0.0000	54	PKUICSTRunA1      	0.3955	56	-0.3955
ECNURUNA1         	0.0000	54	MPII_COMB_SORT    	0.0641	100	-0.0641
ECNURUNA1         	0.0000	54	SNACS_LA          	0.1067	13	-0.1067
ECNURUNA1         	0.0000	54	UWaterlooATDK     	0.2000	5	-0.2000
ECNURUNA1         	0.0000	54	QUDynExp          	0.0570	99	-0.0570
ECNURUNA1         	0.0000	54	IRIT-KLTFIDF      	0.1638	10	-0.1638
ECNURUNA1         	0.0000	54	IritSigSDA        	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	IRIT-RTNotif.33   	0.1290	4	-0.1290
ECNURUNA1         	0.0000	54	QUDyn             	0.0699	97	-0.0699
ECNURUNA1         	0.0000	54	UWCMBP1           	0.1479	20	-0.1479
ECNURUNA1         	0.0000	54	UWCMBP2           	0.2030	83	-0.2030
ECNURUNA1         	0.0000	54	QUBaseline        	0.3737	16	-0.3737
ECNURUNA1         	0.0000	54	umd_hcil_run02    	0.0000	19	0.0000
ECNURUNA1         	0.0000	54	MPII_LUC_SORT     	0.1208	90	-0.1208
ECNURUNA1         	0.0000	54	udelRun3A         	0.2608	24	-0.2608
ECNURUNA2         	0.0000	48	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA2         	0.0000	48	UWaterlooATEK     	0.2215	6	-0.2215
ECNURUNA2         	0.0000	48	UWaterlooATNDEK   	0.2139	9	-0.2139
ECNURUNA2         	0.0000	48	udelRun2A         	0.1750	7	-0.1750
ECNURUNA2         	0.0000	48	udelRun1A         	0.2583	13	-0.2583
ECNURUNA2         	0.0000	48	MPII_HYBRID_PW    	0.1884	18	-0.1884
ECNURUNA2         	0.0000	48	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	48	ECNURUNA3         	0.0000	37	0.0000
ECNURUNA2         	0.0000	48	prnaTaskA3        	0.2000	5	-0.2000
ECNURUNA2         	0.0000	48	prnaTaskA2        	0.2667	9	-0.2667
ECNURUNA2         	0.0000	48	prnaTaskA1        	0.2417	10	-0.2417
ECNURUNA2         	0.0000	48	SNACSA            	0.3833	53	-0.3833
ECNURUNA2         	0.0000	48	PKUICSTRunA3      	0.3875	62	-0.3875
ECNURUNA2         	0.0000	48	PKUICSTRunA2      	0.3500	7	-0.3500
ECNURUNA2         	0.0000	48	PKUICSTRunA1      	0.3955	56	-0.3955
ECNURUNA2         	0.0000	48	MPII_COMB_SORT    	0.0641	100	-0.0641
ECNURUNA2         	0.0000	48	SNACS_LA          	0.1067	13	-0.1067
ECNURUNA2         	0.0000	48	UWaterlooATDK     	0.2000	5	-0.2000
ECNURUNA2         	0.0000	48	QUDynExp          	0.0570	99	-0.0570
ECNURUNA2         	0.0000	48	IRIT-KLTFIDF      	0.1638	10	-0.1638
ECNURUNA2         	0.0000	48	IritSigSDA        	0.0000	0	0.0000
ECNURUNA2         	0.0000	48	IRIT-RTNotif.33   	0.1290	4	-0.1290
ECNURUNA2         	0.0000	48	QUDyn             	0.0699	97	-0.0699
ECNURUNA2         	0.0000	48	UWCMBP1           	0.1479	20	-0.1479
ECNURUNA2         	0.0000	48	UWCMBP2           	0.2030	83	-0.2030
ECNURUNA2         	0.0000	48	QUBaseline        	0.3737	16	-0.3737
ECNURUNA2         	0.0000	48	umd_hcil_run02    	0.0000	19	0.0000
ECNURUNA2         	0.0000	48	MPII_LUC_SORT     	0.1208	90	-0.1208
ECNURUNA2         	0.0000	48	udelRun3A         	0.2608	24	-0.2608
ECNURUNA3         	0.0000	37	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA3         	0.0000	37	UWaterlooATEK     	0.2215	6	-0.2215
ECNURUNA3         	0.0000	37	UWaterlooATNDEK   	0.2139	9	-0.2139
ECNURUNA3         	0.0000	37	udelRun2A         	0.1750	7	-0.1750
ECNURUNA3         	0.0000	37	udelRun1A         	0.2583	13	-0.2583
ECNURUNA3         	0.0000	37	MPII_HYBRID_PW    	0.1884	18	-0.1884
ECNURUNA3         	0.0000	37	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA3         	0.0000	37	prnaTaskA3        	0.2000	5	-0.2000
ECNURUNA3         	0.0000	37	prnaTaskA2        	0.2667	9	-0.2667
ECNURUNA3         	0.0000	37	prnaTaskA1        	0.2417	10	-0.2417
ECNURUNA3         	0.0000	37	SNACSA            	0.3833	53	-0.3833
ECNURUNA3         	0.0000	37	PKUICSTRunA3      	0.3875	62	-0.3875
ECNURUNA3         	0.0000	37	PKUICSTRunA2      	0.3500	7	-0.3500
ECNURUNA3         	0.0000	37	PKUICSTRunA1      	0.3955	56	-0.3955
ECNURUNA3         	0.0000	37	MPII_COMB_SORT    	0.0641	100	-0.0641
ECNURUNA3         	0.0000	37	SNACS_LA          	0.1067	13	-0.1067
ECNURUNA3         	0.0000	37	UWaterlooATDK     	0.2000	5	-0.2000
ECNURUNA3         	0.0000	37	QUDynExp          	0.0570	99	-0.0570
ECNURUNA3         	0.0000	37	IRIT-KLTFIDF      	0.1638	10	-0.1638
ECNURUNA3         	0.0000	37	IritSigSDA        	0.0000	0	0.0000
ECNURUNA3         	0.0000	37	IRIT-RTNotif.33   	0.1290	4	-0.1290
ECNURUNA3         	0.0000	37	QUDyn             	0.0699	97	-0.0699
ECNURUNA3         	0.0000	37	UWCMBP1           	0.1479	20	-0.1479
ECNURUNA3         	0.0000	37	UWCMBP2           	0.2030	83	-0.2030
ECNURUNA3         	0.0000	37	QUBaseline        	0.3737	16	-0.3737
ECNURUNA3         	0.0000	37	umd_hcil_run02    	0.0000	19	0.0000
ECNURUNA3         	0.0000	37	MPII_LUC_SORT     	0.1208	90	-0.1208
ECNURUNA3         	0.0000	37	udelRun3A         	0.2608	24	-0.2608
prnaTaskA3        	0.2000	5	udelRun2A         	0.1750	7	0.0250
prnaTaskA3        	0.2000	5	udelRun1A         	0.2583	13	-0.0583
prnaTaskA3        	0.2000	5	umd_hcil_run01    	0.0000	0	0.2000
prnaTaskA3        	0.2000	5	umd_hcil_run02    	0.0000	19	0.2000
prnaTaskA3        	0.2000	5	udelRun3A         	0.2608	24	-0.0608
prnaTaskA2        	0.2667	9	udelRun2A         	0.1750	7	0.0917
prnaTaskA2        	0.2667	9	udelRun1A         	0.2583	13	0.0084
prnaTaskA2        	0.2667	9	umd_hcil_run01    	0.0000	0	0.2667
prnaTaskA2        	0.2667	9	prnaTaskA3        	0.2000	5	0.0667
prnaTaskA2        	0.2667	9	umd_hcil_run02    	0.0000	19	0.2667
prnaTaskA2        	0.2667	9	udelRun3A         	0.2608	24	0.0059
prnaTaskA1        	0.2417	10	udelRun2A         	0.1750	7	0.0667
prnaTaskA1        	0.2417	10	udelRun1A         	0.2583	13	-0.0166
prnaTaskA1        	0.2417	10	umd_hcil_run01    	0.0000	0	0.2417
prnaTaskA1        	0.2417	10	prnaTaskA3        	0.2000	5	0.0417
prnaTaskA1        	0.2417	10	prnaTaskA2        	0.2667	9	-0.0250
prnaTaskA1        	0.2417	10	umd_hcil_run02    	0.0000	19	0.2417
prnaTaskA1        	0.2417	10	udelRun3A         	0.2608	24	-0.0191
SNACSA            	0.3833	53	hpclab_pi_algA    	0.0000	0	0.3833
SNACSA            	0.3833	53	UWaterlooATEK     	0.2215	6	0.1618
SNACSA            	0.3833	53	UWaterlooATNDEK   	0.2139	9	0.1694
SNACSA            	0.3833	53	udelRun2A         	0.1750	7	0.2083
SNACSA            	0.3833	53	udelRun1A         	0.2583	13	0.1250
SNACSA            	0.3833	53	umd_hcil_run01    	0.0000	0	0.3833
SNACSA            	0.3833	53	prnaTaskA3        	0.2000	5	0.1833
SNACSA            	0.3833	53	prnaTaskA2        	0.2667	9	0.1166
SNACSA            	0.3833	53	prnaTaskA1        	0.2417	10	0.1416
SNACSA            	0.3833	53	SNACS_LA          	0.1067	13	0.2766
SNACSA            	0.3833	53	UWaterlooATDK     	0.2000	5	0.1833
SNACSA            	0.3833	53	UWCMBP1           	0.1479	20	0.2354
SNACSA            	0.3833	53	UWCMBP2           	0.2030	83	0.1803
SNACSA            	0.3833	53	umd_hcil_run02    	0.0000	19	0.3833
SNACSA            	0.3833	53	udelRun3A         	0.2608	24	0.1225
PKUICSTRunA3      	0.3875	62	hpclab_pi_algA    	0.0000	0	0.3875
PKUICSTRunA3      	0.3875	62	UWaterlooATEK     	0.2215	6	0.1660
PKUICSTRunA3      	0.3875	62	UWaterlooATNDEK   	0.2139	9	0.1736
PKUICSTRunA3      	0.3875	62	udelRun2A         	0.1750	7	0.2125
PKUICSTRunA3      	0.3875	62	udelRun1A         	0.2583	13	0.1292
PKUICSTRunA3      	0.3875	62	umd_hcil_run01    	0.0000	0	0.3875
PKUICSTRunA3      	0.3875	62	prnaTaskA3        	0.2000	5	0.1875
PKUICSTRunA3      	0.3875	62	prnaTaskA2        	0.2667	9	0.1208
PKUICSTRunA3      	0.3875	62	prnaTaskA1        	0.2417	10	0.1458
PKUICSTRunA3      	0.3875	62	SNACSA            	0.3833	53	0.0042
PKUICSTRunA3      	0.3875	62	SNACS_LA          	0.1067	13	0.2808
PKUICSTRunA3      	0.3875	62	UWaterlooATDK     	0.2000	5	0.1875
PKUICSTRunA3      	0.3875	62	QUDynExp          	0.0570	99	0.3305
PKUICSTRunA3      	0.3875	62	QUDyn             	0.0699	97	0.3176
PKUICSTRunA3      	0.3875	62	UWCMBP1           	0.1479	20	0.2396
PKUICSTRunA3      	0.3875	62	UWCMBP2           	0.2030	83	0.1845
PKUICSTRunA3      	0.3875	62	QUBaseline        	0.3737	16	0.0138
PKUICSTRunA3      	0.3875	62	umd_hcil_run02    	0.0000	19	0.3875
PKUICSTRunA3      	0.3875	62	udelRun3A         	0.2608	24	0.1267
PKUICSTRunA2      	0.3500	7	hpclab_pi_algA    	0.0000	0	0.3500
PKUICSTRunA2      	0.3500	7	UWaterlooATEK     	0.2215	6	0.1285
PKUICSTRunA2      	0.3500	7	UWaterlooATNDEK   	0.2139	9	0.1361
PKUICSTRunA2      	0.3500	7	udelRun2A         	0.1750	7	0.1750
PKUICSTRunA2      	0.3500	7	udelRun1A         	0.2583	13	0.0917
PKUICSTRunA2      	0.3500	7	umd_hcil_run01    	0.0000	0	0.3500
PKUICSTRunA2      	0.3500	7	prnaTaskA3        	0.2000	5	0.1500
PKUICSTRunA2      	0.3500	7	prnaTaskA2        	0.2667	9	0.0833
PKUICSTRunA2      	0.3500	7	prnaTaskA1        	0.2417	10	0.1083
PKUICSTRunA2      	0.3500	7	SNACSA            	0.3833	53	-0.0333
PKUICSTRunA2      	0.3500	7	PKUICSTRunA3      	0.3875	62	-0.0375
PKUICSTRunA2      	0.3500	7	SNACS_LA          	0.1067	13	0.2433
PKUICSTRunA2      	0.3500	7	UWaterlooATDK     	0.2000	5	0.1500
PKUICSTRunA2      	0.3500	7	QUDynExp          	0.0570	99	0.2930
PKUICSTRunA2      	0.3500	7	QUDyn             	0.0699	97	0.2801
PKUICSTRunA2      	0.3500	7	UWCMBP1           	0.1479	20	0.2021
PKUICSTRunA2      	0.3500	7	UWCMBP2           	0.2030	83	0.1470
PKUICSTRunA2      	0.3500	7	QUBaseline        	0.3737	16	-0.0237
PKUICSTRunA2      	0.3500	7	umd_hcil_run02    	0.0000	19	0.3500
PKUICSTRunA2      	0.3500	7	udelRun3A         	0.2608	24	0.0892
PKUICSTRunA1      	0.3955	56	hpclab_pi_algA    	0.0000	0	0.3955
PKUICSTRunA1      	0.3955	56	UWaterlooATEK     	0.2215	6	0.1740
PKUICSTRunA1      	0.3955	56	UWaterlooATNDEK   	0.2139	9	0.1816
PKUICSTRunA1      	0.3955	56	udelRun2A         	0.1750	7	0.2205
PKUICSTRunA1      	0.3955	56	udelRun1A         	0.2583	13	0.1372
PKUICSTRunA1      	0.3955	56	umd_hcil_run01    	0.0000	0	0.3955
PKUICSTRunA1      	0.3955	56	prnaTaskA3        	0.2000	5	0.1955
PKUICSTRunA1      	0.3955	56	prnaTaskA2        	0.2667	9	0.1288
PKUICSTRunA1      	0.3955	56	prnaTaskA1        	0.2417	10	0.1538
PKUICSTRunA1      	0.3955	56	SNACSA            	0.3833	53	0.0122
PKUICSTRunA1      	0.3955	56	PKUICSTRunA3      	0.3875	62	0.0080
PKUICSTRunA1      	0.3955	56	PKUICSTRunA2      	0.3500	7	0.0455
PKUICSTRunA1      	0.3955	56	SNACS_LA          	0.1067	13	0.2888
PKUICSTRunA1      	0.3955	56	UWaterlooATDK     	0.2000	5	0.1955
PKUICSTRunA1      	0.3955	56	QUDynExp          	0.0570	99	0.3385
PKUICSTRunA1      	0.3955	56	QUDyn             	0.0699	97	0.3256
PKUICSTRunA1      	0.3955	56	UWCMBP1           	0.1479	20	0.2476
PKUICSTRunA1      	0.3955	56	UWCMBP2           	0.2030	83	0.1925
PKUICSTRunA1      	0.3955	56	QUBaseline        	0.3737	16	0.0218
PKUICSTRunA1      	0.3955	56	umd_hcil_run02    	0.0000	19	0.3955
PKUICSTRunA1      	0.3955	56	udelRun3A         	0.2608	24	0.1347
MPII_COMB_SORT    	0.0641	100	hpclab_pi_algA    	0.0000	0	0.0641
MPII_COMB_SORT    	0.0641	100	UWaterlooATEK     	0.2215	6	-0.1574
MPII_COMB_SORT    	0.0641	100	UWaterlooATNDEK   	0.2139	9	-0.1498
MPII_COMB_SORT    	0.0641	100	udelRun2A         	0.1750	7	-0.1109
MPII_COMB_SORT    	0.0641	100	udelRun1A         	0.2583	13	-0.1942
MPII_COMB_SORT    	0.0641	100	MPII_HYBRID_PW    	0.1884	18	-0.1243
MPII_COMB_SORT    	0.0641	100	umd_hcil_run01    	0.0000	0	0.0641
MPII_COMB_SORT    	0.0641	100	prnaTaskA3        	0.2000	5	-0.1359
MPII_COMB_SORT    	0.0641	100	prnaTaskA2        	0.2667	9	-0.2026
MPII_COMB_SORT    	0.0641	100	prnaTaskA1        	0.2417	10	-0.1776
MPII_COMB_SORT    	0.0641	100	SNACSA            	0.3833	53	-0.3192
MPII_COMB_SORT    	0.0641	100	PKUICSTRunA3      	0.3875	62	-0.3234
MPII_COMB_SORT    	0.0641	100	PKUICSTRunA2      	0.3500	7	-0.2859
MPII_COMB_SORT    	0.0641	100	PKUICSTRunA1      	0.3955	56	-0.3314
MPII_COMB_SORT    	0.0641	100	SNACS_LA          	0.1067	13	-0.0426
MPII_COMB_SORT    	0.0641	100	UWaterlooATDK     	0.2000	5	-0.1359
MPII_COMB_SORT    	0.0641	100	QUDynExp          	0.0570	99	0.0071
MPII_COMB_SORT    	0.0641	100	QUDyn             	0.0699	97	-0.0058
MPII_COMB_SORT    	0.0641	100	UWCMBP1           	0.1479	20	-0.0838
MPII_COMB_SORT    	0.0641	100	UWCMBP2           	0.2030	83	-0.1389
MPII_COMB_SORT    	0.0641	100	QUBaseline        	0.3737	16	-0.3096
MPII_COMB_SORT    	0.0641	100	umd_hcil_run02    	0.0000	19	0.0641
MPII_COMB_SORT    	0.0641	100	MPII_LUC_SORT     	0.1208	90	-0.0567
MPII_COMB_SORT    	0.0641	100	udelRun3A         	0.2608	24	-0.1967
SNACS_LA          	0.1067	13	hpclab_pi_algA    	0.0000	0	0.1067
SNACS_LA          	0.1067	13	UWaterlooATEK     	0.2215	6	-0.1148
SNACS_LA          	0.1067	13	UWaterlooATNDEK   	0.2139	9	-0.1072
SNACS_LA          	0.1067	13	udelRun2A         	0.1750	7	-0.0683
SNACS_LA          	0.1067	13	udelRun1A         	0.2583	13	-0.1516
SNACS_LA          	0.1067	13	umd_hcil_run01    	0.0000	0	0.1067
SNACS_LA          	0.1067	13	prnaTaskA3        	0.2000	5	-0.0933
SNACS_LA          	0.1067	13	prnaTaskA2        	0.2667	9	-0.1600
SNACS_LA          	0.1067	13	prnaTaskA1        	0.2417	10	-0.1350
SNACS_LA          	0.1067	13	UWaterlooATDK     	0.2000	5	-0.0933
SNACS_LA          	0.1067	13	UWCMBP1           	0.1479	20	-0.0412
SNACS_LA          	0.1067	13	UWCMBP2           	0.2030	83	-0.0963
SNACS_LA          	0.1067	13	umd_hcil_run02    	0.0000	19	0.1067
SNACS_LA          	0.1067	13	udelRun3A         	0.2608	24	-0.1541
UWaterlooATDK     	0.2000	5	hpclab_pi_algA    	0.0000	0	0.2000
UWaterlooATDK     	0.2000	5	UWaterlooATEK     	0.2215	6	-0.0215
UWaterlooATDK     	0.2000	5	UWaterlooATNDEK   	0.2139	9	-0.0139
UWaterlooATDK     	0.2000	5	udelRun2A         	0.1750	7	0.0250
UWaterlooATDK     	0.2000	5	udelRun1A         	0.2583	13	-0.0583
UWaterlooATDK     	0.2000	5	umd_hcil_run01    	0.0000	0	0.2000
UWaterlooATDK     	0.2000	5	prnaTaskA3        	0.2000	5	0.0000
UWaterlooATDK     	0.2000	5	prnaTaskA2        	0.2667	9	-0.0667
UWaterlooATDK     	0.2000	5	prnaTaskA1        	0.2417	10	-0.0417
UWaterlooATDK     	0.2000	5	umd_hcil_run02    	0.0000	19	0.2000
UWaterlooATDK     	0.2000	5	udelRun3A         	0.2608	24	-0.0608
QUDynExp          	0.0570	99	hpclab_pi_algA    	0.0000	0	0.0570
QUDynExp          	0.0570	99	UWaterlooATEK     	0.2215	6	-0.1645
QUDynExp          	0.0570	99	UWaterlooATNDEK   	0.2139	9	-0.1569
QUDynExp          	0.0570	99	udelRun2A         	0.1750	7	-0.1180
QUDynExp          	0.0570	99	udelRun1A         	0.2583	13	-0.2013
QUDynExp          	0.0570	99	umd_hcil_run01    	0.0000	0	0.0570
QUDynExp          	0.0570	99	prnaTaskA3        	0.2000	5	-0.1430
QUDynExp          	0.0570	99	prnaTaskA2        	0.2667	9	-0.2097
QUDynExp          	0.0570	99	prnaTaskA1        	0.2417	10	-0.1847
QUDynExp          	0.0570	99	SNACSA            	0.3833	53	-0.3263
QUDynExp          	0.0570	99	SNACS_LA          	0.1067	13	-0.0497
QUDynExp          	0.0570	99	UWaterlooATDK     	0.2000	5	-0.1430
QUDynExp          	0.0570	99	UWCMBP1           	0.1479	20	-0.0909
QUDynExp          	0.0570	99	UWCMBP2           	0.2030	83	-0.1460
QUDynExp          	0.0570	99	umd_hcil_run02    	0.0000	19	0.0570
QUDynExp          	0.0570	99	udelRun3A         	0.2608	24	-0.2038
IRIT-KLTFIDF      	0.1638	10	hpclab_pi_algA    	0.0000	0	0.1638
IRIT-KLTFIDF      	0.1638	10	UWaterlooATEK     	0.2215	6	-0.0577
IRIT-KLTFIDF      	0.1638	10	UWaterlooATNDEK   	0.2139	9	-0.0501
IRIT-KLTFIDF      	0.1638	10	udelRun2A         	0.1750	7	-0.0112
IRIT-KLTFIDF      	0.1638	10	udelRun1A         	0.2583	13	-0.0945
IRIT-KLTFIDF      	0.1638	10	MPII_HYBRID_PW    	0.1884	18	-0.0246
IRIT-KLTFIDF      	0.1638	10	umd_hcil_run01    	0.0000	0	0.1638
IRIT-KLTFIDF      	0.1638	10	prnaTaskA3        	0.2000	5	-0.0362
IRIT-KLTFIDF      	0.1638	10	prnaTaskA2        	0.2667	9	-0.1029
IRIT-KLTFIDF      	0.1638	10	prnaTaskA1        	0.2417	10	-0.0779
IRIT-KLTFIDF      	0.1638	10	SNACSA            	0.3833	53	-0.2195
IRIT-KLTFIDF      	0.1638	10	PKUICSTRunA3      	0.3875	62	-0.2237
IRIT-KLTFIDF      	0.1638	10	PKUICSTRunA2      	0.3500	7	-0.1862
IRIT-KLTFIDF      	0.1638	10	PKUICSTRunA1      	0.3955	56	-0.2317
IRIT-KLTFIDF      	0.1638	10	MPII_COMB_SORT    	0.0641	100	0.0997
IRIT-KLTFIDF      	0.1638	10	SNACS_LA          	0.1067	13	0.0571
IRIT-KLTFIDF      	0.1638	10	UWaterlooATDK     	0.2000	5	-0.0362
IRIT-KLTFIDF      	0.1638	10	QUDynExp          	0.0570	99	0.1068
IRIT-KLTFIDF      	0.1638	10	IritSigSDA        	0.0000	0	0.1638
IRIT-KLTFIDF      	0.1638	10	IRIT-RTNotif.33   	0.1290	4	0.0348
IRIT-KLTFIDF      	0.1638	10	QUDyn             	0.0699	97	0.0939
IRIT-KLTFIDF      	0.1638	10	UWCMBP1           	0.1479	20	0.0159
IRIT-KLTFIDF      	0.1638	10	UWCMBP2           	0.2030	83	-0.0392
IRIT-KLTFIDF      	0.1638	10	QUBaseline        	0.3737	16	-0.2099
IRIT-KLTFIDF      	0.1638	10	umd_hcil_run02    	0.0000	19	0.1638
IRIT-KLTFIDF      	0.1638	10	MPII_LUC_SORT     	0.1208	90	0.0430
IRIT-KLTFIDF      	0.1638	10	udelRun3A         	0.2608	24	-0.0970
IritSigSDA        	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
IritSigSDA        	0.0000	0	UWaterlooATEK     	0.2215	6	-0.2215
IritSigSDA        	0.0000	0	UWaterlooATNDEK   	0.2139	9	-0.2139
IritSigSDA        	0.0000	0	udelRun2A         	0.1750	7	-0.1750
IritSigSDA        	0.0000	0	udelRun1A         	0.2583	13	-0.2583
IritSigSDA        	0.0000	0	MPII_HYBRID_PW    	0.1884	18	-0.1884
IritSigSDA        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
IritSigSDA        	0.0000	0	prnaTaskA3        	0.2000	5	-0.2000
IritSigSDA        	0.0000	0	prnaTaskA2        	0.2667	9	-0.2667
IritSigSDA        	0.0000	0	prnaTaskA1        	0.2417	10	-0.2417
IritSigSDA        	0.0000	0	SNACSA            	0.3833	53	-0.3833
IritSigSDA        	0.0000	0	PKUICSTRunA3      	0.3875	62	-0.3875
IritSigSDA        	0.0000	0	PKUICSTRunA2      	0.3500	7	-0.3500
IritSigSDA        	0.0000	0	PKUICSTRunA1      	0.3955	56	-0.3955
