hpclab_pi_algA    	0.4000	5	udelRun2A         	0.2000	20	0.2000
PKUICSTRunA1      	0.2500	11	hpclab_pi_algA    	0.4000	5	-0.1500
PKUICSTRunA1      	0.2500	11	UWaterlooATEK     	0.0187	30	0.2313
PKUICSTRunA1      	0.2500	11	UWaterlooATNDEK   	0.0132	35	0.2368
PKUICSTRunA1      	0.2500	11	udelRun2A         	0.2000	20	0.0500
PKUICSTRunA1      	0.2500	11	udelRun1A         	0.1071	30	0.1429
PKUICSTRunA1      	0.2500	11	umd_hcil_run01    	0.4000	0	-0.1500
PKUICSTRunA1      	0.2500	11	prnaTaskA3        	0.0050	67	0.2450
PKUICSTRunA1      	0.2500	11	prnaTaskA2        	0.0050	64	0.2450
PKUICSTRunA1      	0.2500	11	prnaTaskA1        	0.0000	76	0.2500
PKUICSTRunA1      	0.2500	11	SNACSA            	0.0593	67	0.1907
PKUICSTRunA1      	0.2500	11	PKUICSTRunA3      	0.1250	26	0.1250
PKUICSTRunA1      	0.2500	11	PKUICSTRunA2      	0.0175	74	0.2325
PKUICSTRunA1      	0.2500	11	SNACS_LA          	0.4000	0	-0.1500
PKUICSTRunA1      	0.2500	11	UWaterlooATDK     	0.1000	18	0.1500
PKUICSTRunA1      	0.2500	11	QUDynExp          	0.0000	41	0.2500
PKUICSTRunA1      	0.2500	11	QUDyn             	0.0000	60	0.2500
PKUICSTRunA1      	0.2500	11	UWCMBP1           	0.0667	44	0.1833
PKUICSTRunA1      	0.2500	11	UWCMBP2           	0.0000	45	0.2500
PKUICSTRunA1      	0.2500	11	QUBaseline        	0.0000	43	0.2500
PKUICSTRunA1      	0.2500	11	umd_hcil_run02    	0.3000	4	-0.0500
PKUICSTRunA1      	0.2500	11	udelRun3A         	0.2062	23	0.0438
MPII_COMB_SORT    	0.0087	93	hpclab_pi_algA    	0.4000	5	-0.3913
MPII_COMB_SORT    	0.0087	93	UWaterlooATEK     	0.0187	30	-0.0100
MPII_COMB_SORT    	0.0087	93	UWaterlooATNDEK   	0.0132	35	-0.0045
MPII_COMB_SORT    	0.0087	93	udelRun2A         	0.2000	20	-0.1913
MPII_COMB_SORT    	0.0087	93	udelRun1A         	0.1071	30	-0.0984
MPII_COMB_SORT    	0.0087	93	MPII_HYBRID_PW    	0.0109	39	-0.0022
MPII_COMB_SORT    	0.0087	93	umd_hcil_run01    	0.4000	0	-0.3913
MPII_COMB_SORT    	0.0087	93	prnaTaskA3        	0.0050	67	0.0037
MPII_COMB_SORT    	0.0087	93	prnaTaskA2        	0.0050	64	0.0037
MPII_COMB_SORT    	0.0087	93	prnaTaskA1        	0.0000	76	0.0087
MPII_COMB_SORT    	0.0087	93	SNACSA            	0.0593	67	-0.0506
MPII_COMB_SORT    	0.0087	93	PKUICSTRunA3      	0.1250	26	-0.1163
MPII_COMB_SORT    	0.0087	93	PKUICSTRunA2      	0.0175	74	-0.0088
MPII_COMB_SORT    	0.0087	93	PKUICSTRunA1      	0.2500	11	-0.2413
MPII_COMB_SORT    	0.0087	93	SNACS_LA          	0.4000	0	-0.3913
MPII_COMB_SORT    	0.0087	93	UWaterlooATDK     	0.1000	18	-0.0913
MPII_COMB_SORT    	0.0087	93	QUDynExp          	0.0000	41	0.0087
MPII_COMB_SORT    	0.0087	93	QUDyn             	0.0000	60	0.0087
MPII_COMB_SORT    	0.0087	93	UWCMBP1           	0.0667	44	-0.0580
MPII_COMB_SORT    	0.0087	93	UWCMBP2           	0.0000	45	0.0087
MPII_COMB_SORT    	0.0087	93	QUBaseline        	0.0000	43	0.0087
MPII_COMB_SORT    	0.0087	93	umd_hcil_run02    	0.3000	4	-0.2913
MPII_COMB_SORT    	0.0087	93	MPII_LUC_SORT     	0.0140	90	-0.0053
MPII_COMB_SORT    	0.0087	93	udelRun3A         	0.2062	23	-0.1975
SNACS_LA          	0.4000	0	hpclab_pi_algA    	0.4000	5	0.0000
SNACS_LA          	0.4000	0	UWaterlooATEK     	0.0187	30	0.3813
SNACS_LA          	0.4000	0	UWaterlooATNDEK   	0.0132	35	0.3868
SNACS_LA          	0.4000	0	udelRun2A         	0.2000	20	0.2000
SNACS_LA          	0.4000	0	udelRun1A         	0.1071	30	0.2929
SNACS_LA          	0.4000	0	umd_hcil_run01    	0.4000	0	0.0000
SNACS_LA          	0.4000	0	prnaTaskA3        	0.0050	67	0.3950
SNACS_LA          	0.4000	0	prnaTaskA2        	0.0050	64	0.3950
SNACS_LA          	0.4000	0	prnaTaskA1        	0.0000	76	0.4000
SNACS_LA          	0.4000	0	UWaterlooATDK     	0.1000	18	0.3000
SNACS_LA          	0.4000	0	UWCMBP1           	0.0667	44	0.3333
SNACS_LA          	0.4000	0	UWCMBP2           	0.0000	45	0.4000
SNACS_LA          	0.4000	0	umd_hcil_run02    	0.3000	4	0.1000
SNACS_LA          	0.4000	0	udelRun3A         	0.2062	23	0.1938
UWaterlooATDK     	0.1000	18	hpclab_pi_algA    	0.4000	5	-0.3000
UWaterlooATDK     	0.1000	18	UWaterlooATEK     	0.0187	30	0.0813
UWaterlooATDK     	0.1000	18	UWaterlooATNDEK   	0.0132	35	0.0868
UWaterlooATDK     	0.1000	18	udelRun2A         	0.2000	20	-0.1000
UWaterlooATDK     	0.1000	18	udelRun1A         	0.1071	30	-0.0071
UWaterlooATDK     	0.1000	18	umd_hcil_run01    	0.4000	0	-0.3000
UWaterlooATDK     	0.1000	18	prnaTaskA3        	0.0050	67	0.0950
UWaterlooATDK     	0.1000	18	prnaTaskA2        	0.0050	64	0.0950
UWaterlooATDK     	0.1000	18	prnaTaskA1        	0.0000	76	0.1000
UWaterlooATDK     	0.1000	18	umd_hcil_run02    	0.3000	4	-0.2000
UWaterlooATDK     	0.1000	18	udelRun3A         	0.2062	23	-0.1062
QUDynExp          	0.0000	41	hpclab_pi_algA    	0.4000	5	-0.4000
QUDynExp          	0.0000	41	UWaterlooATEK     	0.0187	30	-0.0187
QUDynExp          	0.0000	41	UWaterlooATNDEK   	0.0132	35	-0.0132
QUDynExp          	0.0000	41	udelRun2A         	0.2000	20	-0.2000
QUDynExp          	0.0000	41	udelRun1A         	0.1071	30	-0.1071
QUDynExp          	0.0000	41	umd_hcil_run01    	0.4000	0	-0.4000
QUDynExp          	0.0000	41	prnaTaskA3        	0.0050	67	-0.0050
QUDynExp          	0.0000	41	prnaTaskA2        	0.0050	64	-0.0050
QUDynExp          	0.0000	41	prnaTaskA1        	0.0000	76	0.0000
QUDynExp          	0.0000	41	SNACSA            	0.0593	67	-0.0593
QUDynExp          	0.0000	41	SNACS_LA          	0.4000	0	-0.4000
QUDynExp          	0.0000	41	UWaterlooATDK     	0.1000	18	-0.1000
QUDynExp          	0.0000	41	UWCMBP1           	0.0667	44	-0.0667
QUDynExp          	0.0000	41	UWCMBP2           	0.0000	45	0.0000
QUDynExp          	0.0000	41	umd_hcil_run02    	0.3000	4	-0.3000
QUDynExp          	0.0000	41	udelRun3A         	0.2062	23	-0.2062
IRIT-KLTFIDF      	0.0063	36	hpclab_pi_algA    	0.4000	5	-0.3937
IRIT-KLTFIDF      	0.0063	36	UWaterlooATEK     	0.0187	30	-0.0124
IRIT-KLTFIDF      	0.0063	36	UWaterlooATNDEK   	0.0132	35	-0.0069
IRIT-KLTFIDF      	0.0063	36	udelRun2A         	0.2000	20	-0.1937
IRIT-KLTFIDF      	0.0063	36	udelRun1A         	0.1071	30	-0.1008
IRIT-KLTFIDF      	0.0063	36	MPII_HYBRID_PW    	0.0109	39	-0.0046
IRIT-KLTFIDF      	0.0063	36	umd_hcil_run01    	0.4000	0	-0.3937
IRIT-KLTFIDF      	0.0063	36	prnaTaskA3        	0.0050	67	0.0013
IRIT-KLTFIDF      	0.0063	36	prnaTaskA2        	0.0050	64	0.0013
IRIT-KLTFIDF      	0.0063	36	prnaTaskA1        	0.0000	76	0.0063
IRIT-KLTFIDF      	0.0063	36	SNACSA            	0.0593	67	-0.0530
IRIT-KLTFIDF      	0.0063	36	PKUICSTRunA3      	0.1250	26	-0.1187
IRIT-KLTFIDF      	0.0063	36	PKUICSTRunA2      	0.0175	74	-0.0112
IRIT-KLTFIDF      	0.0063	36	PKUICSTRunA1      	0.2500	11	-0.2437
IRIT-KLTFIDF      	0.0063	36	MPII_COMB_SORT    	0.0087	93	-0.0024
IRIT-KLTFIDF      	0.0063	36	SNACS_LA          	0.4000	0	-0.3937
IRIT-KLTFIDF      	0.0063	36	UWaterlooATDK     	0.1000	18	-0.0937
IRIT-KLTFIDF      	0.0063	36	QUDynExp          	0.0000	41	0.0063
IRIT-KLTFIDF      	0.0063	36	IritSigSDA        	0.0000	61	0.0063
IRIT-KLTFIDF      	0.0063	36	IRIT-RTNotif.33   	0.0000	100	0.0063
IRIT-KLTFIDF      	0.0063	36	QUDyn             	0.0000	60	0.0063
IRIT-KLTFIDF      	0.0063	36	UWCMBP1           	0.0667	44	-0.0604
IRIT-KLTFIDF      	0.0063	36	UWCMBP2           	0.0000	45	0.0063
IRIT-KLTFIDF      	0.0063	36	QUBaseline        	0.0000	43	0.0063
IRIT-KLTFIDF      	0.0063	36	umd_hcil_run02    	0.3000	4	-0.2937
IRIT-KLTFIDF      	0.0063	36	MPII_LUC_SORT     	0.0140	90	-0.0077
IRIT-KLTFIDF      	0.0063	36	udelRun3A         	0.2062	23	-0.1999
IritSigSDA        	0.0000	61	hpclab_pi_algA    	0.4000	5	-0.4000
IritSigSDA        	0.0000	61	UWaterlooATEK     	0.0187	30	-0.0187
IritSigSDA        	0.0000	61	UWaterlooATNDEK   	0.0132	35	-0.0132
IritSigSDA        	0.0000	61	udelRun2A         	0.2000	20	-0.2000
IritSigSDA        	0.0000	61	udelRun1A         	0.1071	30	-0.1071
IritSigSDA        	0.0000	61	MPII_HYBRID_PW    	0.0109	39	-0.0109
IritSigSDA        	0.0000	61	umd_hcil_run01    	0.4000	0	-0.4000
IritSigSDA        	0.0000	61	prnaTaskA3        	0.0050	67	-0.0050
IritSigSDA        	0.0000	61	prnaTaskA2        	0.0050	64	-0.0050
IritSigSDA        	0.0000	61	prnaTaskA1        	0.0000	76	0.0000
IritSigSDA        	0.0000	61	SNACSA            	0.0593	67	-0.0593
IritSigSDA        	0.0000	61	PKUICSTRunA3      	0.1250	26	-0.1250
IritSigSDA        	0.0000	61	PKUICSTRunA2      	0.0175	74	-0.0175
IritSigSDA        	0.0000	61	PKUICSTRunA1      	0.2500	11	-0.2500
