34	من به دنبال اطلاعاتی در مورد شمنیسم ( شمن باوری) در سیبری هستم. شمنیسم ( شمن باوری) در سیبری
35	من بدنبال اطلاعاتی مربوط به خشکسالی در حال وقوع در منطقه ی جنوب غربی ایالات متحده هستم. خشکسالی در جنوب غربی ایالات متحده
36	من بدنبال مقالاتی در مورد جمعیت ببرهای سیبری هستم. اندازه جمعیت ببر سیبری
37	به دنبال مقالاتی هستم در مورد اینکه چرا قطب شمال سریعتر از سایر مناطق زمین گرم می شود. گرم شدن قطب شمال
38	علاقمندم اطلاعاتی در مورد تأثیر جنگ تجاری آمریکا و چین بر سر صادرات چین به ایالات متحده داشته باشم. تأثیرجنگ تجاری بین آمریکا و چین بر سر صادرات چین به آمریکا
39	من به دنبال ارتباط بین استخراج بیت کوین توسط چینی ها و قطع برق در ایران هستم. ارتباط بین استخراج ارزهای دیجیتال بیت کوین توسط چینی ها و قطع برق در ایران
40	دنبال مقالاتی در مورد موثرترین راه های کاهش وزن هستم. موثرترین روش های کاهش وزن
41	به دنبال تعداد برنده ها و پیروزی های تیم ملی فوتبال ایران که در طی سال های گذشته از سال ۲۰۱۶ در سطح بین المللی اتفاق افتاده است، هستم. پیروزی های تیم ملی فوتبال ایران از سال ۲۰۱۶
42	تغییر قیمت مسکن چگونه بر ایرانیان تأثیر گذاشت. افزایش قیمت مسکن در ایران
43	من به دنبال اطلاعاتی درباره ی برنامه های مربوط به بهبود شرایط زندگی در قطب شمال روسیه هستم. بهبودی شرایط زندگی در قطب شمال روسیه
44	من علاقه مندم که بدانم روسیه در هر سال در دهه گذشته چه مقدار گندم تولید کرده است. برداشت گندم روسیه در دهه گذشته
45	دنبال مقالاتی هستم که به حیواناتی اشاره می کنند که در چین در معرض خطر انقراض هستند. حیوانات در خطر انقراض در چین
46	اعلامیه مربوط به  پرتاب  موشک ههایفون-۱۲ ICBM کره شمالی. پرتاب موشک هایفون-12 کره شمالی
47	مگان مارکل در مصاحبه با اپرا وینفری خانواده سلطنتی بریتانیا را به نژادپرستی متهم کرد. اتهامات نژادپرستی مگان مارکل در مصاحبه با اپرا وینفری
48	من علاقه مند به یافتن مقالاتی در مورد تأثیر پروژه سه دره بر اکوسیستم رودخانه یانگ تسه و اقدامات نظارتی مربوطه هستم تاثیر و نظارت مربوطه به پروژه سه دره بر اکوسیستم رودخانه یانگ تسه
49	من به دنبال مقالاتی هستم درباره ی تلاش آلکسی ناوالنی، رهبر مخالفان در سال ۲۰۱۸ برای نامزدی ریاست جمهوری روسیه که در ضمن هر استراتژی مربوط به این تلاش را نیز توصیف  کند. تلاش ناوالنی برای مبارزات انتخاباتی ریاست جمهوری
50	من علاقه مند به یافتن مقالاتی هستم که تعداد ماهیان خاویار چینی را در رودخانه یانگ تسه نشان دهد. تعداد ماهیان خاویار چینی در رودخانه یانگ تسه
52	علاقه مند به یافتن اطلاعات در مورد وضعیت صنعت گردشگری در پکن درزمان همه گیری ویروس کرونا هستم. گردشگری در دوران کرونا در پکن 
53	 دنبال مقالاتی در مورد تنگریسم در آسیای مرکزی و مغولستان هستم. تنگری باوری  در آسیای مرکزی و مغولستان
54	من به دنبال مقالاتی در مورد بیمارستان هایی هستم که منحصراً در درمان افراد مبتلا به کووید-۱۹ تخصص دارند. بیمارستان های ویژه کووید-۱۹ در روسیه
55	من به مقالاتی علاقه مند هستم که مربوط به پوشش خبری خبرگزاری شین‌هوآ از درگیری مرزی چین و هند می باشد گزارش خبرگزاری شین‌هوآ از درگیری مرزی چین و هند
56	من به دنبال گزارش هایی در مورد شرایط  شدید آب و هوا در روسیه  هستم. شرایط  شدید آب و هوا در روسیه
57	من به دنبال اطلاعاتی در مورد تصادفات قطار در ایران هستم. تصادفات قطار در ایران
58	من علاقه مند به یافتن مقالاتی در مورد اقدامات حفاظتی برای حفظ آثار فرهنگی غارهای موگای هستم. اقدامات حفاظتی برای آثار فرهنگی غارهای «موگای» در «دون حوان» در چین
59	جستجوی غذاهایی هستم که ممکن است باعث بروز مشکلات خشم در انسان شود. چه غذاهایی باعث افزایش کج خلقی یا عصبانیت میشود؟ 
61	من به دنبال مقاله‌هایی هستم که در مورد کنفرانس فناوری‌های معنایی  برای سیستم‌های هوشمند در سال 2018 گزارش می‌دهند. فن آوری های معنایی (مفهومی) برای سیستم های هوشمند
62	آیا مقام معظم رهبری ایران علی خامنه ای از افزایش قیمت بنزین در ایران دفاع میکند ؟ آیا خامنه ای از افزایش قیمت بنزین دفاع می کند؟
64	رئیس جمهور ترامپ دلایلش برای دستور ترور سردارسپاه قاسم سلیمانی را چه ابراز کرد؟ چرا ترامپ دستور ترور قاسم سلیمانی را داد ؟
65	من به دنبال روش های علمی برای پیش بینی فوران آتشفشانی هستم. پیش بینی فوران آتشفشانی
66	علاقه مند به یافتن مقالاتی هستم که اطلاعاتی در مورد میزان واکسیناسیون کووید-۱۹ در چین ارائه می دهند. نرخ واکسیناسیون کووید-۱۹ در چین
67	میخواهم بدانم چرا مردم تصمیم میگیرند پشت یک آواتار استریم آنلاین در فضای  مجازی پخش کنند. دلایل تبدیل شدن مردم به استریمر مجازی
68	دنبال اطلاعاتی هستم در مورد روش ها یا تجهیزاتی که برای شناسایی ماده تاریک استفاده می شود. ماده تاریک چگونه شناسایی می شود
70	علاقه مند به یافتن مقالاتی در مورد خطرات سیگارهای الکترونیکی برای سلامت هستم. خطرات سیگار الکترونیکی برای سلامت
71	دنبال اطلاعاتی در مورد کارهای خیریه ای هستم که بیل گیتس در آن مشارکت دارد. کارهای خیریه بیل گیتس
72	دنبال مقاله‌هایی  هستم در مورد اینکه آیا بازی‌ کردن می‌تواند از زوال عقل جلوگیری کند یا آن را به تاخیر بیندازد؟ بازی کردن می تواند به طور موثر از زوال عقل جلوگیری کند
73	دنبال علل و پیامدهای قطع اینترنت ایران در جریان اعتراضات ضد دولتی در نوامبر ۲۰۱۹، هستم. قطعی اینترنت در جریان اعتراضات ضد دولتی در نوامبر ۲۰۱۹ در ایران
74	من به دنبال مقالاتی هستم که روابط اقتصادی و تجاری ایران و آذربایجان را پوشش می دهند. روابط اقتصادی ایران و آذربایجان
75	دنبال مقاله هایی هستم که تاثیر آتش سوزی های استرالیا را بر حیات وحش توصیف می کنند. تاثیر آتش سوزی های استرالیا بر حیات وحش
76	من علاقه مند به یافتن مقالاتی هستم که اطلاعاتی در مورد وضعیت استانداردهای محلی چین در سیستم استاندارد ملی این کشور را ارائه دهد. استانداردهای محلی چین در سیستم استاندارد ملی این کشور
77	من علاقه مند به یافتن مقالاتی هستم که سبزیجات سرشار از کلسیم را معرفی می کنند سبزیجات سرشار از کلسیم
79	من به دنبال مقالاتی هستم که احتمال نقش داشتن وسایل نقلیه خودران یا خودگردان در تصادفات رانندگی را شرح می دهند. نرخ تصادفات برای وسایل نقلیه خودران (خودگردان)
80	آیا بوئینگ عیوب ونقایص هواپیمای ۷۳۷ مکس پنهان کرد و باعث سقوط دو هواپیما در اندونزی و اتیوپی شد؟ آیا بوئینگ عیوب هواپیمای ۷۳۷ مکس را پنهان کرد؟
83	من به دنبال اطلاعاتی در مورد کارائیت ها در لیتوانی هستم. کارائیت ها در لیتوانی
84	من به دنبال مقالاتی هستم که در مورد پیری جمعیت در شانگهای صحبت کنند. جمعیت سالخورده در شانگهای
86	 دنبال مقالاتی هستم که روابط اقتصادی بین ایران و ترکیه را توضیح دهند. روابط اقتصادی ایران و ترکیه در طی سال ها
90	دنبال مقالاتی در مورد فرهنگ چای سیاه در ایران و هر چیزی که مرتبط با آن موضوع باشد هستم. . تاثیر چای سیاه در ایران
92	دنبال روش هایی برای وگان بودن در ایران و اینکه این سبک زندگی چگونه است، هستم. وگان بودن در ایران
93	من به دنبال مقالاتی در مورد فراخوان جمع آوری محصولات مرغ خانگی هستم. فراخوان جمع آوری محصولات مرغ خانگی
94	من به دنبال مقالاتی هستم که در مورد بیماری هایی که با استفاده از ویرایش ژن درمان می شوند بحث می کنند. بیماری هایی که با استفاده از ویرایش ژن درمان می شوند
96	 دنبال مقالاتی هستم که تأثیر اعتراضات هنگ کنگ را که در سال ۲۰۱۹ آغاز شد، بر صنعت گردشگری توصیف کند. تاثیر اعتراضات در هنگ کنگ بر گردشگری
97	من به دنبال مقالاتی در زمینه خلق هنر توسط هوش مصنوعی هستم. خلق هنر توسط هوش مصنوعی
98	من به دنبال مقالاتی در مورد ارتباط کاهش جمعیت  با کاهش نرخ ازدواج هستم. رشد منفی جمعیت و نرخ ازدواج
99	دنبال اطلاعاتی در مورد شش ضلعی زحل هستم. شش ضلعی زحل
100	دنبال مقالاتی در مورد اخراج کارکنان شرکت علی بابا هستم اخراج کارکنان شرکت علی بابا
101	من به دنبال مقالاتی هستم که در مورد قرارداد بازخرید «اور نایت» «فدرال رزرو»  آمریکا گزارش می دهند. قرارداد بازخرید «فدرال رزرو» ایالات متحده آمریکا
102	علاقه مند به مقالاتی در مورد تأثیر تغییرات آب و هوایی بر محیط زندگی خرس های قطبی هستم. تاثیر تغییرات آب و هوایی بر محیط زندگی خرس های قطبی
103	من به دنبال مقالاتی در مورد چگونگی استفاده از هوش مصنوعی در کشاورزی هستم. کاربردهای هوش مصنوعی در کشاورزی
104	من به دنبال گزارش ها، واقعیت ها، تحلیل ها و واکنش دولت در رابطه با قتل های ناموسی و تابوهای جامعه مردسالار درایران هستم. قتل‌های ناموسی درایران
105	"دنبال مقالاتی با جزئیات در مورد رزمایش نظامی به نام ""سپر عرب"" در مصر و هدف آن هستم. رزمایش موسوم به «سپر عرب» در مصر"
106	من به دنبال مقالاتی در مورد DNA دی.ان.ای.هستم که ارتباط ژنتیکی بین بومیان آمریکا و مردمان سیبری را اثبات می کند. اثبات DNA و رتباط ژنتیکی بین بومیان آمریکا و مردمان سیبری
107	من به دنبال مقالاتی در مورد ساخت تانک های روسی پس از جنگ سرد هستم. ساخت تانک در روسیه
108	من به دنبال گزارش گردباد در آلاباما هستم. گردباد در آلاباما
109	دنبال مقالاتی هستم در مورد مناطق تحقیقاتی در اقیانوس که فاقد اکسیژن و حیات هستند. تحقیق در مورد مناطق مرده
110	من به دنبال مقالات و  گزارش های مثبت و منفی  در مورد عملکرد کوکاکولا در هند هستم.  کوکا کولا در هند
111	در جستجوی مقالاتی هستم که مطالعات انجام شده در مورد نقش قارچ های میکوریزایی در کشاورزی را نشان می دهد. مطالعات  میکوریزایی در کشاورزی
114	دنبال مقالاتی هستم که در مورد تشکیل اتحادیه های کارگری در آمازون گزارش می دهند. اتحادیه کارگری آمازون
115	من به دنبال مقالاتی هستم که در مورد استخراج غیرقانونی طلا در امتداد رودخانه آمازون گزارش می دهند. استخراج غیرقانونی طلا در امتداد رودخانه آمازون
116	دنبال مقالاتی هستم که نحوه رفتار با افراد تغییرجنسیت داده در روسیه را شرح دهد. رفتار مردم با افراد ترنسجندر در روسیه
117	دنبال مقالاتی در رابطه با جزئیات میلیاردها دلار پول نقدی هستم که توسط ایالات متحده به ایران ارسال شده است. ارسال میلیاردها دلار پول نقد به ایران توسط آمریکا
118	دنبال مقالاتی هستم که بازداشت خودسرانه اتباع خارجی و ایرانیان دوتابعیتی توسط ایران گزارش می دهند بازداشت خودسرانه خارجی ها و ایرانیان دوتابعیتی توسط ایران
123	دنبال مقالاتی هستم که در مورد تولید بومی واکسن کووید کوویران برکت توسط ایران گزارش دهند. ایران واکسن برکت تولید می کند
125	دنبال مقالاتی در رابطه با محکومیت ایران برای پرداخت غرامت به بازماندگان 11 سپتامبر هستم. محکومیت ایران به پرداخت غرامت به بازماندگان ۱۱ سپتامبر
126	در جستجوی مقاله‌هایی هستم که سخنرانی گرتا تونبرگ ، در ۲۳ سپتامبر ۲۰۱۹ در اجلاس اقدامات اقلیمی ۲۰۱۹ سازمان ملل متحد را شرح دهند. سخنرانی گرتا تونبرگ در سازمان ملل متحد
128	دنبال مقالاتی در مورد تاگ سازی گربه ها هستم تاگ سازی گربه ها
129	دنبال مقالاتی در مورد بوداهای بامیان هستم بوداهای بامیان
130	 دنبال گزارش هایی در مورد خسارات مالی ناشی از فوران آتشفشانی کیلاویا هستم. کیلاویا - هاوایی
131	به دنبال گزارش هایی در مورد شکارچیانی که دستگیر یا بازداشت شده اند، هستم. دستگیری شکارچیان غیرمجاز
132	به دنبال گزارش هایی هستم که نخستین پرواز بالگرد ناسا بر روی مریخ را شرح میدهند. اولین بالگرد در مریخ
133	به دنبال مقالاتی در مورد به گِل نشستن نهنگ ها هستم.  به گِل نشستن نهنگ ها
134	من علاقه مند به مقالاتی هستم که در مورد عرضه یوان دیجیتال و هرگونه تغییر یا تأثیر احتمالی آن بر دلار آمریکا را گزارش می دهند. یوان دیجیتال و دلار آمریکا
135	من دنبال مقالاتی در مورد قاچاق کاکتوس هستم. قاچاق کاکتوس
136	به من اطلاعاتی  در مورد اولین پرتاب موشک بالستیک قاره پیمای کره شمالی بر فراز هوکایدو بدهید. پرتاب موشک بالستیک قاره پیما کره شمالی بر فراز هوکایدو
